,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
204,Greys,10.0,753.928358,100046.8842,Below_30,63417.75045,No,810.2549031000001,Yes,Male,By_16:00,0.9432122690000001,0.87834991,8486.0,569.7782778,98.99346454,5120.580078,195.2370903,91.60363334,23.87002886,3.514,64201.63623,Yes,158485.4829,7.801409969,398.1023522,7.698832755,251.30945269999998,30.0,Military,6.0,124.4422554,3.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,515.2884359
3774,Turquoises,9.0,809.0450475,116808.9747,45_and_up,73007.89156,Yes,689.5666542,Yes,Female,By_16:00,0.391512865,0.078858625,5341.0,403.9424863,75.39097934,5139.249775,493.0407591,,20.09832049,4.659,52683.138419999996,Maybe,187607.2105,5.787287957999999,433.1364802,45.06562485,269.6816825,80.0,Healthcare,13.0,134.0752913,1.0,Foot_or_bicycle,Hightech,Yes,1.0,565.4095369
8358,Browns,7.0,188.55735149999998,52222.00233,30-45,4023.2829829999996,No,1119.320289,No,Female,,0.2672093,0.66305727,7514.0,711.8925098,4.696657555,9732.451098,707.446944,72.35174517,26.68131387,8.486,89270.53009,No,690339.32,4.8140304160000005,830.8666078,67.38722876,62.85245049,100.0,Education,14.0,488.9657462,2.0,Public_or_other,Student_or_Unemployed,No,0.0,791.0607378
6608,Browns,4.0,964.3062325999999,312832.3099,30-45,103652.1588,Yes,1027.206688,No,Female,After_16:00,0.649792083,0.473715966,7133.0,521.8852555999999,18.72604911,10776.124170000001,402.0193915,67.66891824,22.84480807,8.867,79464.39706,Yes,947187.0783,3.6271842660000004,973.2353662999999,39.6581461,321.43541089999997,70.0,Social,13.0,633.3593005,1.0,Car,Public_Sector,No,0.0,920.3728431
2479,Turquoises,5.0,180.7569791,22044.79559,45_and_up,3700.595157,Yes,593.6589466,Yes,Female,After_16:00,0.8913361940000001,0.673194482,6332.0,350.100761,39.96047485,4358.9474869999995,465.84633669999994,14.38006267,18.71097969,3.668,45359.04592,Maybe,133864.2203,4.792655511,365.8745965,7.089730958,60.25232635,100.0,Education,14.0,201.7836362,3.0,Public_or_other,Services_or_Retail,No,0.0,483.96160410000005
1401,Turquoises,9.0,127.6759014,16214.94629,45_and_up,1863.7959460000002,No,672.0119139999999,Yes,Female,After_16:00,0.20750366,0.25664233399999997,5719.0,393.7981733,22.37740168,4597.621443,356.4893729,26.06104766,19.84434865,4.281000000000001,50837.58865,Yes,145162.9123,0.298295899,381.00250960000005,99.62978426,42.55863381,100.0,Education,13.0,170.0548481,1.0,Public_or_other,Hightech,Yes,0.0,558.9866141
3034,Browns,3.0,151.73757690000002,7645.557984,45_and_up,2618.833885,No,303.7012885,Yes,Female,By_16:00,0.948017764,0.8100896009999999,7682.0,300.3550068,11.52957389,2112.311452,178.3368767,13.71913967,17.33075321,,27438.348319999997,Yes,22849.38909,7.849980212999999,151.1601439,75.78095919,50.57919229,90.0,Environment,15.0,613.4740302,1.0,Car,Services_or_Retail,Yes,0.0,36.53153586
2777,Khakis,7.0,710.5349699,79021.53417,Below_30,,No,583.3705982999999,Yes,Male,After_16:00,0.831407116,0.119928378,9428.0,375.6551014,57.39497934,4087.734342,213.08386299999998,44.16716134,19.381823999999998,0.5720000000000001,45472.50037,Yes,111317.2603,0.42631328799999996,333.6424139,66.08488916,236.84499,100.0,Education,10.0,221.21896669999998,1.0,Car,Student_or_Unemployed,Yes,0.0,423.8335313
7261,Reds,7.0,247.5655641,51475.75692,45_and_up,6902.378356,Yes,761.1723450000001,No,Female,After_16:00,0.7568713009999999,0.231112402,7698.0,441.91063760000003,53.01231262,7121.654527,464.3799618,61.08264632,21.02167067,4.302,,Yes,389105.6368,6.356110192999999,623.7833252,76.23830787,82.52185469,40.0,Foreign_Affairs,9.0,170.67829019999996,3.0,Motorcycle_or_truck,Hightech,Yes,0.0,602.1488772999999
7701,Turquoises,6.0,731.068608,104430.7462,30-45,59638.27949,No,665.8315036,Yes,Male,By_16:00,0.462152794,0.06373440400000001,8341.0,409.0802492,24.58767719,5103.561831,449.16540729999997,28.12597924,20.22573235,,51732.64443,Maybe,183646.6458,9.715878835,428.54013330000004,23.42754088,243.68953599999998,70.0,Social,12.0,116.0399758,1.0,Car,Industry_or_other,No,0.0,509.61053200000003
6612,Browns,8.0,293.9937405,90697.9354,Below_30,9711.588962,Yes,1350.5266199999999,No,Male,By_16:00,0.194982536,0.812766474,8967.0,874.2233937000001,95.72943607,11003.5352,517.078788,88.52111984,29.56726896,7.0329999999999995,107345.5571,No,856566.6159,0.9499771709999999,925.5088416000001,83.67090928,97.99791349,90.0,Environment,13.0,718.8698637,2.0,Foot_or_bicycle,Public_Sector,No,0.0,942.3493622000001
6011,Pinks,10.0,199.9208563,46752.89432,Below_30,4517.567927,No,903.7659208999999,No,Male,After_16:00,0.651591657,0.617677464,4541.0,654.0027619,12.63268618,8323.715918,336.9910822,12.77670502,25.57347771,5.459,75517.21986,Yes,492201.9234,1.778013955,701.5710393999999,57.89144556,66.64028543,60.0,Financial,5.0,253.8650853,0.0,Motorcycle_or_truck,Public_Sector,No,4.0,490.0126625
7777,Browns,2.0,136.1776917,41016.28946,30-45,2115.87742,No,905.0301579,No,Female,By_16:00,0.47277845799999996,0.7444898940000001,4752.0,,14.72060522,10157.76961,,56.8486216,23.68400957,11.248,74487.89659,Maybe,816475.79,6.160247391,903.5904991,16.64786271,45.39256389,80.0,Healthcare,14.0,425.34400710000006,0.0,Car,Industry_or_other,No,0.0,619.6640596
5956,Browns,9.0,349.3540632,113869.3061,Below_30,13687.36929,No,1001.8014019999999,No,Male,After_16:00,0.902336723,0.187057449,4906.0,611.188849,1.521421364,11000.65007,389.66028489999997,9.090598696,24.7222339,11.094000000000001,81799.81181,No,956146.1059,9.311112191,977.8272372000001,39.39711824,116.4513544,80.0,Healthcare,13.0,532.8256466,3.0,Car,Services_or_Retail,No,0.0,707.8974287000001
3041,Reds,7.0,839.0032052000001,136136.0347,45_and_up,78503.70976,No,772.1638323,Yes,Female,By_16:00,0.77023827,0.645606195,4683.0,,25.34451233,5836.509639,33.38229703,50.42586613,22.00831661,7.317,60252.10815,Yes,236952.5915,4.91673297,486.77776389999997,63.85481334,279.6677351,50.0,Other,9.0,77.85408875,2.0,Car,Hightech,No,2.0,575.1133121
4952,Violets,9.0,400.0782794,20142.74371,Below_30,17928.09606,Yes,149.6950206,Yes,Female,By_16:00,,0.272373763,3022.0,43.14465524,65.39012694,1596.699504,143.069251,79.22891455,6.568459122,12.978,10424.26328,Maybe,22813.389519999997,3.051137817,151.04101930000002,34.30637042,133.35942649999998,80.0,Healthcare,12.0,652.417188,2.0,Motorcycle_or_truck,Industry_or_other,No,3.0,
7940,Reds,9.0,984.8058919,143840.1763,30-45,108098.5625,Yes,822.6057379,Yes,Male,By_16:00,0.862556465,0.318350595,,497.10879739999996,12.04412337,5376.000163000001,582.8943732000001,83.38799183,22.29593679,6.165,62461.6739,Maybe,192000.1847,5.928298684,438.1782568,72.75705466,328.26863060000005,50.0,Other,9.0,174.1482467,3.0,Motorcycle_or_truck,Public_Sector,Yes,0.0,662.7799891
162,Violets,5.0,906.4683261,10912.231670000001,30-45,91610.47013999999,No,39.25218551,Yes,Male,After_16:00,0.493322625,0.80894324,8770.0,14.62498654,4.183528479,390.3954656,319.25732410000006,48.33205268,3.824262876,7.23,2817.945425,Maybe,1304.260668,9.664573639,36.11454926,19.71835536,302.1561087,100.0,Education,13.0,811.075345,2.0,Motorcycle_or_truck,Industry_or_other,No,0.0,44.95648539
4471,Turquoises,9.0,506.599275,,,28694.73592,Yes,623.947444,Yes,Female,After_16:00,0.5978152760000001,0.681803067,3729.0,387.4363516,44.85030866,5643.281161999999,19.781100100000003,90.37348046,19.68340295,6.271,49693.45209,No,237014.0092,6.302155722,486.8408459,78.2325197,168.866425,100.0,Education,14.0,122.63554679999999,1.0,Car,Student_or_Unemployed,No,0.0,453.14128600000004
8468,Browns,4.0,480.8904716,158164.6672,45_and_up,25865.36856,Yes,1448.741536,No,Female,After_16:00,0.953391969,0.832035876,,947.1176707000001,30.27081324,11761.22231,464.5966217,84.90102345,30.77527694,12.999,115435.9166,Yes,973574.3182,3.476317837,986.6986967,47.10157563,160.2968239,70.0,Social,9.0,825.9195807,2.0,Motorcycle_or_truck,Student_or_Unemployed,No,2.0,995.3315262
2157,Violets,5.0,248.36434759999997,23747.01325,Below_30,6946.660244,No,287.2856784,Yes,Male,By_16:00,0.9520498609999999,0.842550857,8119.0,77.76010902,2.717489912,3023.9286850000003,901.3413647,73.71142302,8.818169256000001,7.881,19773.50791,Yes,82277.67131,8.264985625,286.8408467,81.54132268,82.78811586,60.0,Financial,9.0,488.66614119999997,4.0,Foot_or_bicycle,Student_or_Unemployed,Yes,2.0,377.2349912
1506,Turquoises,8.0,955.4798122999999,141658.9248,45_and_up,101766.4568,No,643.9998634,Yes,Female,After_16:00,0.42444588,0.8467606120000001,7938.0,414.6876231,45.67543534,5277.1591659999995,817.5175991,21.86563748,20.36388036,2.062,51146.188030000005,Maybe,197827.818,2.283623526,444.778392,13.47368201,318.4932708,60.0,Financial,12.0,112.1329028,1.0,Public_or_other,Student_or_Unemployed,No,0.0,452.60632680000003
440,Turquoises,9.0,269.5127835,35372.19058,Below_30,8170.630982,Yes,648.6016142999999,Yes,Female,By_16:00,0.04416976,0.9277793320000001,9346.0,368.0243845,26.8287719,4673.3971329999995,65.82406536,68.88712232,19.18396165,0.654,48923.72747,No,155027.1214,9.87912335,393.73483639999995,68.50899518,89.83759451,100.0,Education,12.0,178.4579322,3.0,Motorcycle_or_truck,Industry_or_other,Yes,1.0,556.0123692000001
6245,Khakis,8.0,140.0888084,14145.86985,45_and_up,2237.2378519999997,Yes,549.6532728,Yes,Male,By_16:00,0.699117137,0.10271404199999999,7829.0,368.3527308,55.11745946,3766.041641,198.8026602,99.94946392,19.19251757,2.171,43258.84282,No,91768.77687999999,9.22846508,302.93361789999994,54.23659002,46.69626947,60.0,Financial,5.0,267.6198888,2.0,Public_or_other,Industry_or_other,Yes,1.0,375.68490660000003
157,Browns,7.0,339.7489457,2196.996696,Below_30,12948.73255,No,112.0549741,Yes,Female,By_16:00,0.289763351,0.18492804100000002,8196.0,,92.54594622,,12.66335556,45.0833509,9.115979015,7.803999999999999,8602.785151,No,376.3440738,0.892572703,19.39958953,52.92857443,113.2496486,60.0,Financial,10.0,767.5444777,1.0,Motorcycle_or_truck,Hightech,Yes,0.0,70.64809815
9837,Pinks,,139.8959007,15207.103369999999,30-45,2231.172305,No,693.9438347,Yes,Female,After_16:00,0.416751676,0.339611923,6185.0,406.0036445,70.62677124,4073.097132,82.38514303,43.89408103,20.14953212,3.815,51636.90848,Yes,106347.0697,4.298119836000001,326.10898430000003,62.93527093,46.63196691,90.0,Environment,10.0,217.9714051,0.0,Public_or_other,Student_or_Unemployed,Yes,0.0,591.8593124
3228,Blues,6.0,1794.757402,280473.1192,45_and_up,358514.2672,No,943.3129877999999,Yes,,After_16:00,0.864892032,0.05903188400000001,7880.0,793.0083254,9.718683176,6274.223293999999,436.25066660000005,16.5538416,28.160403499999997,6.12,79815.89503,Maybe,219792.8153,6.182196707999999,468.82066430000003,65.12094177,598.2524674,70.0,Social,13.0,323.92989680000005,0.0,Car,Industry_or_other,No,0.0,365.44685689999994
2159,Browns,7.0,370.2778908,5539.173681,Below_30,15367.39445,Yes,439.11082220000003,Yes,Female,After_16:00,0.324957519,0.9075303920000001,8477.0,310.44435380000004,93.75859061,1069.673835,641.194399,,17.61943114,7.523,32738.74344,Yes,2014.080907,6.06064846,44.87851275,6.955337618,123.42596359999999,60.0,Financial,9.0,528.2022248,0.0,Foot_or_bicycle,Hightech,No,0.0,310.44610489999997
4298,Violets,1.0,183.33245209999998,7951.490651000001,30-45,3805.6428149999997,Yes,334.14921160000006,Yes,Male,After_16:00,0.138737391,0.9201059090000001,4286.0,112.8617048,98.03162990000001,1526.8826800000002,631.6098745,48.87746244,10.62363896,11.714,21340.763030000002,Maybe,16930.154459999998,8.268479727999999,130.115927,23.38928101,61.11081736,70.0,Social,10.0,538.8841748,2.0,Public_or_other,Public_Sector,No,0.0,
328,Browns,9.0,256.952955,1077.903491,Below_30,7431.742217,No,131.0903618,Yes,Female,After_16:00,0.509435326,0.264680743,6008.0,143.8743131,1.9060208230000002,413.5969735,959.4366925,9.370737453,11.9947619,9.992,11739.75708,Yes,158.37806519999998,1.3446652819999998,12.58483473,35.85284008,85.65098499999999,70.0,Social,9.0,783.3961521000001,4.0,Public_or_other,Hightech,No,0.0,0.68999317
5985,Browns,1.0,226.3572232,66258.11843999999,Below_30,5778.518238000001,No,1288.760633,No,Female,By_16:00,0.097441355,0.437908818,4516.0,843.156367,57.523799200000006,10467.757940000001,,94.31416821,29.03715494,11.484000000000002,102717.8169,No,771137.7998,6.072663447999999,878.144521,22.27577718,75.45240772,100.0,Education,16.0,639.0364526000001,2.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,884.2109014
8462,Oranges,5.0,105.0497122,12189.35261,30-45,1271.1767960000002,Yes,796.1330812000001,Yes,Female,After_16:00,0.423482057,0.7521033020000001,8755.0,570.2539982999999,79.83140198,4621.532083,317.55834960000004,4.883946618,23.87999159,3.245,62950.395939999995,No,121175.2869,3.412715672,348.1024086,70.2652016,35.01657072,50.0,Other,10.0,167.4008071,1.0,Foot_or_bicycle,Services_or_Retail,No,1.0,496.18848360000004
5827,Turquoises,5.0,156.8471659,22653.07059,Below_30,2795.730551,Yes,715.1315850999999,Yes,Male,By_16:00,0.504259669,0.20364226600000002,9611.0,476.3635328,49.87877896,5285.55714,635.4416281,31.37642257,21.82575389,0.389,56656.394570000004,Maybe,187734.1646,8.665731417,433.2830075,50.12804752,52.28238864,90.0,Environment,14.0,72.12212538,1.0,Car,Student_or_Unemployed,No,0.0,486.15220980000004
4670,Browns,1.0,803.9493301,46485.84988,30-45,72092.93037,No,357.448999,Yes,Female,By_16:00,0.459019202,0.050354964,4949.0,342.3764373,55.75829914,2419.408834,289.46741760000003,65.70918241,18.50341691,11.050999999999998,31809.357819999997,Maybe,30090.31297,0.201513225,173.4655959,85.29842664,267.98311,100.0,Education,14.0,567.1237179999999,2.0,Car,Public_Sector,No,0.0,63.92729167
1026,Blues,4.0,1769.0298690000002,225423.4239,Below_30,348318.1965,Yes,835.0790672,Yes,Male,After_16:00,0.862231865,0.028192365,5953.0,714.6266531,57.30024402,5252.0845850000005,743.1010372999999,76.39516147,26.73250181,8.047,70738.53669,Maybe,146140.3899,0.046571922,,47.53746516,589.6766232000001,80.0,Healthcare,11.0,311.49128060000004,0.0,Foot_or_bicycle,Services_or_Retail,No,0.0,307.3735333
1977,Khakis,4.0,518.3361767,51720.60288,Below_30,30035.266730000003,Yes,582.8546767999999,Yes,Male,After_16:00,0.262203449,0.48002572600000004,5969.0,387.0129773,18.91072162,3767.484942,569.5555352000001,5.115546915,19.67264541,4.031000000000001,45461.9052,No,89607.96707,1.312888043,299.34589869999996,95.29208199,,100.0,Education,10.0,247.52721540000002,3.0,Foot_or_bicycle,Public_Sector,Yes,0.0,409.2168148
5762,Whites,2.0,663.6078226,104697.1964,30-45,49161.79619,No,718.2275218999999,Yes,Male,After_16:00,0.914947836,0.982083383,3937.0,470.1872136,98.00446872,5673.464943999999,371.78571289999996,85.16478078,21.68380072,6.063,57056.7247,No,224021.4584,9.587967277,473.3090517,0.9630942020000001,221.20260750000003,60.0,Financial,6.0,40.27225627,1.0,Foot_or_bicycle,Public_Sector,No,0.0,495.456249
803,Browns,3.0,210.9210731,31266.00524,45_and_up,5023.3846969999995,Yes,591.9831084,Yes,Male,By_16:00,0.223459653,0.299440816,8954.0,456.732539,19.886459600000002,5360.532143,498.8429826,85.70787676,21.37130176,7.046,50375.46215,No,197764.0548,7.484672547000001,444.70670650000005,92.19337306,70.30702435,90.0,Environment,12.0,237.69932200000002,0.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,272.90630530000004
2535,Turquoises,2.0,285.6363988,42649.27432,45_and_up,9170.562389,Yes,690.5058045,Yes,Female,After_16:00,0.44441496700000005,0.638174227,8826.0,409.4740287,25.08890347,5298.342964,814.9908783,79.27698577,20.23546463,1.1740000000000002,53123.4142,Yes,200649.7872,3.050975143,,5.347080622,95.21213292,70.0,Social,13.0,117.73442549999999,0.0,Motorcycle_or_truck,Industry_or_other,No,0.0,554.3704591
2327,Greens,6.0,697.555577,70299.23231,Below_30,54307.383310000005,Yes,851.1252775,,Female,After_16:00,0.427253265,0.8902667470000001,4651.0,550.022193,75.16118877,,427.5649958000001,24.38907051,23.45255195,5.349,64131.613079999996,No,91408.38662,0.703241618,302.33819910000005,60.19086421,232.51852569999997,80.0,Healthcare,12.0,254.1620262,2.0,Car,Student_or_Unemployed,Yes,0.0,651.7429677
200,Reds,2.0,,60433.48402999999,45_and_up,18119.61175,Yes,695.1079255,Yes,Female,By_16:00,0.885388788,0.498082642,8156.0,418.4093308,93.25332888,5344.328394,514.3072784,90.52949427,20.45505636,3.844,53714.87681,No,203176.4399,7.51009173,450.7509733,78.23938266,134.07288640000002,40.0,Foreign_Affairs,10.0,106.23004250000001,2.0,Car,Hightech,Yes,0.0,546.9288609
4615,Browns,6.0,506.8444135,3818.3533909999996,45_and_up,28722.421410000003,No,249.2569007,Yes,Male,After_16:00,0.42073494899999997,0.30955752,9049.0,218.5252878,58.4752301,663.0580025,810.4649421,69.54272706,14.78260085,6.9510000000000005,,Maybe,510.7935702,1.097357259,22.60074269,67.94780591,168.9481378,80.0,Healthcare,14.0,683.0958766,3.0,Public_or_other,Hightech,Yes,0.0,100.6481348
7403,Khakis,8.0,289.9422434,29482.151510000003,Below_30,9447.37014,Yes,574.1307446000001,Yes,Male,By_16:00,0.297399696,0.608627049,5892.0,387.6329483,64.05212802,3825.751175,319.35254810000004,33.05511309,19.68839628,4.1080000000000005,45155.2478,Yes,93054.60435,8.918591368,305.04852789999995,17.32247195,96.64741448,90.0,Environment,8.0,250.6789253,2.0,Foot_or_bicycle,Services_or_Retail,Yes,3.0,389.51247689999997
3713,Browns,1.0,331.307321,1945.116516,Below_30,12316.49588,Yes,87.96361209,Yes,Female,After_16:00,0.537420309,0.331938401,9977.0,85.98805976,88.74497518,348.10713680000003,785.2266549999999,,9.272974697999999,6.023,7583.867724,Yes,310.2213524,4.263313129,17.61310173,14.16984724,110.4357737,90.0,Environment,12.0,797.9897175,1.0,Foot_or_bicycle,Services_or_Retail,No,0.0,
867,Blues,1.0,1187.196973,70313.74203,30-45,157009.8048,No,321.95041539999994,Yes,Male,By_16:00,0.116110505,0.6839382209999999,6976.0,316.97374510000003,13.36398404,2410.748063,799.0237977,23.616147199999997,17.80375649,7.024,29248.13838,Maybe,31570.202739999997,6.188242872999999,177.6800572,19.16031351,395.7323243,90.0,Environment,13.0,592.4579568,3.0,Public_or_other,Hightech,Yes,0.0,37.81207814
1676,Browns,9.0,652.7131027,72746.15878,Below_30,47564.72597,Yes,649.0333597,Yes,Female,By_16:00,0.45038624,0.10645032800000001,8984.0,482.6740485,99.53235658,4308.907089,9.442608803999999,66.28913153,21.96984407,7.016,52632.76597,Maybe,111793.8673,9.716850854,334.3558992,75.32957990000001,217.57103419999999,70.0,Social,9.0,216.0481457,3.0,Foot_or_bicycle,Hightech,No,,362.3822522
8918,Blues,6.0,1634.824692,19400.67286,45_and_up,297516.2497,No,922.9258325999999,Yes,Male,After_16:00,0.013354966999999999,0.203740538,7541.0,795.5585022000001,60.90682126,1947.130826,520.3804259999999,22.44257026,28.20564664,6.459,73604.60362000001,Maybe,1267.4584109999998,4.502909689,35.60138214,94.20914513,544.941564,60.0,Financial,8.0,558.3197361,1.0,Car,Public_Sector,No,1.0,406.7260849
9734,Reds,1.0,704.1115241,145994.9359,45_and_up,55330.59699,No,793.9444571,No,Female,By_16:00,0.43330346,0.125547928,4696.0,509.1931671,33.99798248,7238.776040000001,349.8308086,67.68264396,22.56530893,,63889.58451,No,386932.4809,3.898711212,622.0389705,47.17963820000001,234.7038414,50.0,Other,8.0,131.0754382,1.0,Public_or_other,Industry_or_other,,0.0,546.9334194
8520,Pinks,9.0,392.6721978,91598.68,30-45,17273.27461,Yes,875.7500997000002,No,Female,By_16:00,0.135639287,0.944308027,7547.0,622.2178127000001,78.77151493,8242.538408,27.583194899999995,66.14023233,24.94429419,2.4530000000000003,72979.7596,Yes,489734.4255,5.354946062,699.8102782000001,32.869078200000004,130.89073259999998,60.0,Financial,7.0,234.37749419999997,3.0,Public_or_other,Services_or_Retail,Yes,0.0,491.54608089999994
1594,Browns,3.0,81.40664446,5715.727390999999,Below_30,773.4735216,Yes,435.6624643,Yes,Female,By_16:00,0.854763171,0.774397468,7623.0,384.31339410000004,81.70686464,2874.988288,672.2117397000001,92.47788042,,8.377,37486.85863,No,44367.58769,0.869618645,210.63615,93.31438416,27.13554815,80.0,Healthcare,10.0,478.08914510000005,2.0,Car,Services_or_Retail,Yes,0.0,137.43358930000002
4556,Violets,1.0,731.4737925,87324.5741,Below_30,59704.25894,Yes,421.2656063999999,Yes,Male,By_16:00,0.911609659,0.24672961699999998,9582.0,211.8612798,73.31251742,4005.1731189999996,569.2792551,92.03021314,14.55545533,6.417999999999999,31997.06199,No,128267.8811,0.6111651610000001,358.1450559,63.5754579,243.8245975,100.0,Education,13.0,339.62557389999995,2.0,Foot_or_bicycle,Industry_or_other,Yes,2.0,389.551898
6383,Blues,3.0,1540.2863320000001,69902.59829,30-45,264132.5381,No,105.1469429,Yes,Male,After_16:00,0.755105653,0.141398796,3304.0,64.13679081,,1489.7593689999999,637.1386985,49.37001762,8.008544862,10.696,9000.681873,Maybe,18536.43549,3.308525295,136.14857869999997,20.86018499,,100.0,Education,14.0,713.6657719,3.0,Car,Public_Sector,No,0.0,67.61794654
3441,Greys,5.0,767.4813286,144676.5842,Below_30,65713.33708,Yes,738.2597031,No,Male,By_16:00,0.706376841,,6373.0,479.23974580000004,16.28840643,6613.727854,97.51540958,41.85989974,21.89154507,5.627000000000001,59471.1085,Maybe,319818.3405,1.883126022,565.5248363,25.36471942,255.82710950000003,40.0,Foreign_Affairs,7.0,68.73940103,2.0,Motorcycle_or_truck,Services_or_Retail,No,1.0,500.78289670000004
9127,Browns,6.0,985.1314129000001,290303.3533,45_and_up,108169.9217,No,1325.537899,No,Female,After_16:00,0.49893954,0.106234292,6553.0,827.1455137,15.35972473,10494.83807,914.8270951,4.3706563769999995,28.76013758,9.447000000000001,103864.8385,Yes,781552.7198,7.65637622,884.0547041000001,97.1877218,328.3771376,60.0,Financial,9.0,700.0987142000001,3.0,Foot_or_bicycle,Industry_or_other,Yes,0.0,985.4029322999999
1563,Khakis,1.0,961.0007360999999,162500.997,30-45,102943.9352,No,723.41846,No,Male,After_16:00,0.553471012,0.442280274,7423.0,474.960688,98.56035532,6022.7894049999995,715.5325359,79.87134007,21.79359282,2.577,57901.088070000005,No,257339.9003,2.05264267,507.2868029,88.4909776,320.3335787,100.0,Education,10.0,27.77158639,1.0,Foot_or_bicycle,Public_Sector,No,0.0,490.450321
5757,Browns,4.0,96.6717,31099.183689999998,30-45,1080.603631,Yes,1452.901318,No,Female,After_16:00,0.23888293600000002,0.128467789,4778.0,953.8779206,75.13596572,11558.72413,906.7878163999999,,30.88491413,11.222000000000001,115620.349,Yes,931411.8881,3.60700449,965.0968284,26.21926321,32.2239,90.0,Environment,14.0,817.3988341,2.0,Foot_or_bicycle,Hightech,No,0.0,995.8030126
957,Blues,8.0,1913.1032050000001,539090.1226,30-45,407310.3538,Yes,458.52754699999997,No,Male,After_16:00,0.311928272,0.746834911,6366.0,296.2405349,46.94628469,9046.130423999999,,71.44209689,17.21163952,7.6339999999999995,43009.67701,Yes,714641.8741,5.329369595,845.3649355,55.64361403,637.7010684999999,60.0,Financial,12.0,492.10050700000005,2.0,Motorcycle_or_truck,Services_or_Retail,Yes,1.0,214.7491442
8090,Browns,7.0,128.1818496,38089.39005,Below_30,,No,1187.575413,No,Female,By_16:00,0.188993687,0.20081722800000001,7417.0,754.2438373,35.7068545,10423.02358,663.956871,33.8166625,27.46350009,8.583,94796.30562999999,No,794689.5049,3.479518034,891.453591,57.00090611,42.72728321,80.0,Healthcare,12.0,577.0154808,5.0,Car,Public_Sector,No,0.0,839.2211998
3334,Turquoises,10.0,133.7912023,18681.46851,30-45,2043.4954920000002,Yes,693.1316991,Yes,Male,After_16:00,0.107830694,0.905309603,9098.0,499.6050569,99.29956722,5188.155616,716.0567788,67.52377921,22.35184683,0.902,56363.10578,Yes,175472.6442,1.820297344,418.89455019999997,33.42586693,44.59706744,100.0,Education,16.0,126.2908678,3.0,Public_or_other,Services_or_Retail,Yes,0.0,403.1953858
7906,Blues,3.0,2004.567123,78005.66013999999,45_and_up,447154.7835,No,1016.2561310000001,Yes,Male,After_16:00,0.422106479,0.938839867,4987.0,594.8716900000001,40.20454846,2357.162409,771.2882860000001,59.22677489,24.389991600000002,9.013,71157.42887,No,13628.671890000001,8.553684507,116.74190290000001,95.38642401,668.189041,100.0,Education,15.0,,2.0,Car,Hightech,No,0.0,938.3948399
7325,Turquoises,10.0,1027.2611789999999,,Below_30,117604.146,Yes,642.7625537,Yes,Male,By_16:00,0.881126062,0.230957983,8899.0,401.2864904,36.70690358,4302.001048,235.92821580000003,28.5733335,20.03213644,1.101,49396.0268,Yes,122459.96800000001,4.742452779,349.9428067,13.86616144,342.4203932,60.0,Financial,9.0,179.7428022,1.0,Motorcycle_or_truck,Hightech,No,0.0,493.22086349999995
5357,Turquoises,4.0,623.3404118,90629.66361,30-45,43390.36558,Yes,705.1362665,Yes,Male,After_16:00,0.407462469,0.030736906,3912.0,443.53502130000004,44.4946833,5248.875978,714.2638117,74.57686425,21.06027116,6.087999999999999,,No,190253.5102,0.057670728,436.18059360000007,24.94737462,207.7801373,100.0,Education,14.0,88.71294121,3.0,Motorcycle_or_truck,Hightech,Yes,1.0,524.6733759
8490,Blues,2.0,1406.176872,260193.4795,45_and_up,220182.4362,No,1351.254893,No,Male,By_16:00,0.716008168,0.781813179,5088.0,983.7210664999999,18.55745118,7518.52503,979.2240728,5.360739888,31.36432793,8.912,107012.701,Maybe,308145.2133,9.241732594,555.1082897000001,59.94598467,468.72562400000004,80.0,Healthcare,11.0,583.0346053,1.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,820.7902075000001
2404,Reds,5.0,153.2918483,34912.32055,Below_30,2672.029588,Yes,799.3034788,No,Female,By_16:00,0.419072887,0.558263541,5286.0,508.81944550000003,82.44786421,,96.82479827,10.49804525,22.55702652,6.7139999999999995,64880.7154,No,466833.2932,7.743270886,683.2519982999999,98.43574909,51.09728276,50.0,Other,7.0,189.16285919999999,3.0,Motorcycle_or_truck,Industry_or_other,Yes,1.0,546.081556
