,Avg_education_importance,Is_Most_Important_Issue__6,Overall_happiness_score,Avg_monthly_household_cost,Avg_Satisfaction_with_previous_vote,Avg_size_per_room,Number_of_differnt_parties_voted_for,Phone_minutes_10_years,Political_interest_Total_Score,Avg_monthly_expense_on_pets_or_plants,Married,Weighted_education_rank,Is_Most_Important_Issue__5,Is_Most_Important_Issue__3,Avg_environmental_importance,Last_school_grades,Avg_Residancy_Altitude,Vote
7283,1.925207475,0,0.434507517,1.952818231,0.913849919,2.430298126,-0.295455367,0.006935373,0.960169176,-0.905905914,-1,0.249609085,0,0,1.963195489,0.428571429,1.064848667,7
7151,-2.36030658,0,0.014726127,-1.061512389,1.341257088,-1.916080571,0.458381,0.362819765,0.878242738,-0.20646914,-1,0.545685859,0,0,-1.042366077,1,0.964877226,0
2289,-0.480813034,0,-0.253698499,-0.656057272,-0.198998507,-0.619708831,-0.295455367,-0.521441987,-0.129484272,-0.75198702,1,-0.42309871,0,0,-0.638867606,1,-0.679992572,4
3418,-1.779436195,0,-0.847605294,-1.805534243,1.520719183,-1.617151281,0.458381,-0.657832179,1.739418986,-0.800028293,1,-0.874655371,0,0,-1.849908282,0.290776018,-1.691043128,1
4625,-0.237312323,0,-0.020779815,-0.257119458,-0.797918854,-0.382043444,0.458381,-0.314912217,-0.863786889,-0.623211919,1,-0.098294459,0,0,-0.233649188,-0.142857143,-0.025946037,9
3960,-0.070930904,0,-0.152326843,-0.22703939,-1.347005604,-0.210452755,0.835299184,-0.360831636,-0.850092738,-0.985502809,1,-0.15958888,0,0,-0.252153163,0.428571429,-0.116350466,9
9430,0.191357151,1,0.239169763,0.180317157,0.263261608,0.075209423,-0.672373551,-0.331193001,-0.747075927,-0.997852953,1,-0.119538145,0,0,0.271667225,-0.428571429,0.003409964,8
9919,-0.293291885,0,-0.196143613,-0.479609145,0.233606032,-0.438097085,-0.672373551,-0.489264423,-0.374027937,-0.981500564,1,-0.361535194,0,0,-0.465841458,1,-0.535188999,4
3371,-0.01231138,0,0.082360518,-0.075887228,-1.002756339,-0.148219273,0.458381,-0.378653068,-0.862171275,-0.825716578,1,-0.184617403,0,0,-0.014067376,1,-0.154460565,9
9143,0.899406893,0,0.633698016,1.282584478,0.449143983,0.929048592,0.458381,0.647678606,0.980628167,-0.859246707,-1,0.7468836,0,0,1.291782036,0.428571429,1.781635868,1
7492,-0.36369316,0,-0.101136463,-0.442362311,-1.632555173,-0.507391696,-1.34E-15,-0.428371812,-0.560939395,-0.992411655,1,-0.258897105,0,0,-0.408627745,0.142857143,-0.350540709,9
9062,1.863619726,0,0.484067735,1.801702414,0.140664845,1.925668476,0.081462816,0.293159894,0.865733455,-0.614048349,-1,0.492362959,0,0,1.735368698,0.142857143,1.449582847,7
1310,-1.64400895,0,-0.866640706,-1.706345959,1.770192896,-1.534375796,1.966053735,-0.771739373,1.541240843,-0.971498312,1,-0.733200094,0,0,-1.790907834,1,-1.4093625,1
276,-1.848315819,0,-0.806815149,-1.814227118,1.960049729,-1.657353985,0.081462816,-0.64456565,1.581604616,-0.543808103,1,-0.784256824,0,0,-1.823867905,0.714285714,-1.525236291,1
4154,0.274586487,0,-0.723826915,-0.441691264,1.933145701,0.169733815,0.458381,-0.621112769,0.777844319,-0.397672306,1,-0.68208973,0,0,-0.602724276,1,-1.052156949,1
581,-0.042262736,0,-0.966951992,-0.484802413,0.408482213,-0.180132955,1.966053735,-0.052300785,0.811519985,-0.329872446,-1,0.193217778,0,0,-0.880387807,1,0.559323142,0
1074,0.192059906,0,-0.480359338,-0.288101234,1.282251664,0.075999727,0.835299184,-0.518951373,-0.031218176,-0.99117375,1,-0.418100998,0,0,-0.404017135,0.714285714,-0.564344063,1
1136,-3.518958953,0,-0.682797071,-2.189759394,1.054790337,-2.240554883,0.835299184,-0.664348642,2.017420032,-0.995878185,1,-0.975944048,0,0,-2.110222696,0.428571429,-1.978808243,10
3156,0.000681358,0,0.094767467,-0.115224453,-1.425883322,-0.134300047,0.835299184,-0.474733532,-0.58330785,-0.930633489,1,-0.335600809,0,0,-0.020575699,0.428571429,-0.43951145,9
7376,-0.002466672,0,0.250800779,0.074620055,0.915684284,-0.137676737,-0.295455367,-0.254172402,-0.707287071,-0.77044669,1,-0.023107004,0,1,0.166471718,-0.714285714,0.154345022,8
903,-0.015017758,0,-0.05696884,-0.067826432,-0.867013289,-0.151112909,-0.672373551,-0.20499548,-1.078562747,-0.64732031,-1,0.033769321,0,1,-0.099404878,-0.714285714,0.260475401,3
8292,1.814191152,0,0.321075793,1.913931956,0.269987615,2.25520955,1.212217368,0.179467066,0.835842584,-0.964275196,-1,0.400981702,0,0,1.782211436,1,1.32605059,10
3036,-1.718549603,0,-0.371980825,-1.35103116,0.100003076,-1.776897035,-1.049291735,-0.217235234,0.533431738,0.342405615,-1,0.019909729,0,0,-1.382252464,-0.142857143,-0.013928233,0
1775,-0.225527098,0,-0.224384991,-0.44746443,-0.557922696,-0.370134928,-1.803128103,-0.490121474,-0.37710747,-0.795691184,1,-0.363097812,0,0,-0.448548978,-0.142857143,-0.527792302,4
7235,-0.479898008,0,-0.274527263,-0.680688982,5.43E-16,-0.618845666,-0.672373551,-0.54085477,-0.043842841,-0.996047426,1,-0.463646113,0,0,-0.663380755,1,-0.756983134,4
9477,0.394575075,0,0.569224086,0.614667516,1.916330684,0.309294267,1.212217368,-0.069904008,0.028483456,-0.991705935,-1,0.175938916,0,0,0.754003756,1,0.601129117,1
6656,1.743408949,0,0.786424234,2.234774355,0.438749245,2.145311214,-0.295455367,0.806428638,1.821434215,-0.803365191,-1,0.8495372,0,0,2.195289672,0.428571429,2.162448301,1
3663,-0.527497537,0,-0.755699629,-0.836416868,1.522247821,-0.663447709,-0.295455367,-0.351510845,0.444782114,-0.96570338,1,-0.146791031,0,0,-1.054562571,0.142857143,-0.161121057,7
6281,-0.118776953,0,-0.100073971,-0.149294447,-0.070898647,-0.260561634,-1.049291735,-0.16640464,-0.926707851,-0.978601042,-1,0.076299695,0,0,-0.197329602,0.142857143,0.324670967,11
1992,0.041475813,0,-0.64033654,-0.479235556,0.1412763,-0.09030072,1.966053735,-0.514096616,0.264289314,-0.973811521,1,-0.378834322,0,0,-0.644306686,1,-0.571418066,1
537,-1.935074103,0,-0.784413819,-1.842087435,0.424991503,-1.706170963,0.081462816,-0.659693818,1.72578147,-0.552496399,1,-0.893295578,0,0,-1.853352204,-0.142857143,-1.740078843,1
3995,0.261312026,1,0.117611613,0.317507176,-0.388549612,0.154532649,-1.426209919,0.032230404,-0.675174014,-0.841124062,-1,0.272928455,0,0,0.282550182,-0.428571429,0.761994197,8
1482,0.063395047,0,-0.118323325,-0.062927166,-0.40781045,-0.066474107,-0.295455367,-0.258705017,-1.101619237,-0.551419947,1,-0.028516837,0,0,-0.110963368,1,0.154918603,4
9912,-0.587041491,0,-0.25929532,-0.723447655,0.05628403,-0.718381678,-0.295455367,-0.516758522,-0.086105977,-0.999996707,1,-0.413736043,0,0,-0.703231494,0.142857143,-0.677238826,12
3716,-0.156360467,0,-0.120147405,-0.302076643,-1.454621716,-0.299489645,-0.672373551,-0.416890342,-0.706842707,-0.710903591,1,-0.241098026,0,0,-0.293329939,0.142857143,-0.284967222,9
4380,-0.578513236,0,-0.543337607,-1.051208047,1.902267215,-0.710572364,0.081462816,-0.66288207,1.112080653,-0.584000119,1,-0.936907197,0,0,-1.034862796,0.142857143,-1.671133026,1
5188,0.000713334,0,0.113892072,0.015653259,-0.369594501,-0.134265734,0.458381,-0.237514895,-0.973338481,-0.65499177,-1,-0.003477923,0,0,0.053039695,0.142857143,0.192200473,9
6785,0.429570283,0,0.895961464,0.98200185,0.890308894,0.350729096,0.081462816,0.514765453,1.196064836,-0.991685818,-1,0.656050587,0,0,1.145827523,0.714285714,1.520636089,1
8626,0.520751514,0,-0.100665392,0.414978369,0.078907872,0.46024044,-1.803128103,0.020150196,-0.71320068,-0.9372364,-1,0.261845525,0,1,0.280391819,-0.714285714,0.787555331,3
7754,-0.26101211,1,-0.528103103,-0.560669341,0.223822749,-0.40587776,-0.672373551,-0.38213495,-0.089259255,-0.980139049,1,-0.189597626,0,0,-0.704711836,-0.428571429,-0.203243473,5
1452,-0.085646349,0,0.061665572,-0.057542151,-0.88719131,-0.225929896,1.966053735,-0.198872148,-0.965394849,-0.889959478,-1,0.040633767,0,0,-0.041521931,1,0.262117097,9
2016,-0.309959122,0,-0.218087521,-0.495186209,0.31890403,-0.454623097,-1.426209919,-0.478904757,-0.376745975,-0.982120245,1,-0.342940775,0,0,-0.491945309,0.142857143,-0.502343249,4
4583,-0.239735055,0,-0.065502261,-0.3398984,-0.577489262,-0.384486881,0.458381,-0.428499284,-0.652418994,-0.992502987,1,-0.259097116,0,0,-0.301595649,0.714285714,-0.332169819,9
9018,0.498484113,1,-0.237559223,0.150790848,0.679968313,0.433289702,0.081462816,-0.405070918,-0.703660658,-0.858991146,1,-0.223200877,0,0,0.061580512,-0.428571429,-0.139127827,5
1068,-2.871474228,0,-0.922108359,-2.217820738,0.608122329,-2.103862769,1.589135552,-0.664473396,2.226291904,-0.853826732,1,-0.982966693,0,0,-2.234626994,0.714285714,-1.971310687,10
7399,1.372763589,0,0.596224314,1.585619518,2.041678995,1.591900917,0.835299184,0.150786288,0.70027949,-0.841361629,-1,0.37697189,0,0,1.606278682,0.714285714,1.179183738,7
1922,0.456559869,0,0.286402692,0.309633694,0.133327383,0.382910752,0.458381,-0.515312137,-0.25004872,-0.968155164,1,-0.410874655,0,0,0.453268602,-0.142857143,-0.503774621,2
9767,0.101551154,0,-0.274716562,-0.142390364,-1.527996337,-0.139116649,-0.295455367,-0.324505388,-0.778122671,-0.93997235,1,-0.110750523,0,0,-0.235029911,0.428571429,0.004883038,9
3538,-0.034309117,0,-0.467789867,-0.372144423,0.111314997,-0.171681831,0.835299184,-0.387952973,-0.277714821,-0.835263309,1,-0.197988284,0,0,-0.508726245,0.290776018,-0.183471973,1
9367,-0.42246101,0,-0.268320382,-0.620839153,-1.001533429,-0.60565915,-1.803128103,-0.49243334,-0.162311493,-0.993077858,1,-0.411374404,0,0,-0.61518617,0.142857143,-0.64922561,4
5300,0.09893009,0,-0.017646939,-0.002651524,-1.727330726,-0.027571536,0.835299184,-0.296448589,-1.174873443,-0.769581163,1,-0.074792526,0,0,-0.007367599,0.714285714,0.072836274,9
7891,0.152574318,0,-0.011522126,0.01156492,5.43E-16,0.031801488,0.835299184,-0.358458525,-1.061923739,-0.975145139,1,-0.156312077,0,0,0.020735883,0.142857143,-0.0731577,9
9292,-0.819880814,0,0.140299412,-0.516629521,0.40511921,-0.924013706,1.589135552,-0.240238542,-0.334183065,-0.994985431,-1,-0.006660925,0,0,-0.413669589,1,0.065656203,12
6803,-1.07296309,0,0.224118251,-0.537999101,-0.581463721,-1.130939422,-0.672373551,-0.522563448,0.20406145,-0.932080019,1,-0.425363245,0,0,-0.540858023,0.142857143,-0.762297107,12
146,-0.204375702,0,-0.115755077,-0.343071655,0.177352156,-0.348668308,0.835299184,-0.433226828,-0.639937267,-0.981577245,1,-0.266553475,0,0,-0.324339318,0.142857143,-0.340887253,9
4593,-0.27323053,0,-0.239527416,-0.517083896,0.015622261,-0.418106352,-1.426209919,-0.530885986,-0.202841686,-0.688432273,1,-0.442455974,0,0,-0.505025918,0.428571429,-0.686052562,4
9649,0.351844875,0,0.551149032,0.550761931,1.856102349,0.259148974,0.081462816,-0.124797522,-0.047416741,-0.98262717,-1,0.120347153,0,0,0.697711056,0.714285714,0.487741527,1
5211,1.038231548,0,0.446716573,1.286835334,2.080200672,1.254542499,0.081462816,0.500893829,0.625509914,-0.795691184,-1,0.646281928,0,0,1.232992349,-0.142857143,1.620066197,1
3513,0.1134418,0,-0.878914654,-0.551744882,1.453764841,-0.011586665,-0.295455367,-0.524254099,0.75296825,-0.93574261,1,-0.428794092,0,0,-0.806260951,-0.142857143,-0.598045479,1
7129,2.049040751,0,0.930457679,2.680054437,2.145626376,2.629522664,0.458381,0.983455173,2.402853424,-0.975730057,-1,0.957671642,0,0,2.638820481,1,2.441998005,10
3144,-0.104126539,1,0.230357437,-0.001711056,0.689751596,-0.245283926,-0.295455367,-0.235412417,-0.700387634,-0.845125888,-1,-0.001027789,0,0,0.085861543,-0.428571429,0.179922893,8
6973,0.131253656,0,-0.219363477,-0.111386229,-1.003673522,-0.108884058,-0.295455367,-0.363708675,-0.837735228,-0.766607986,1,-0.163578722,0,0,-0.175703649,-0.142857143,-0.090593459,9
5166,0.558771811,0,0.571028212,0.807869506,1.458045027,0.506566369,1.589135552,0.15115536,0.195136721,-0.979237427,-1,0.330189875,0,0,0.904208794,0.714285714,0.924615974,1
723,-2.576499125,0,-0.91192958,-2.142306798,1.622220743,-2.004100633,-0.295455367,-0.664397405,2.156177004,-0.847547975,1,-0.978416731,0,0,-2.163221792,0.142857143,-1.947436046,1
8139,2.026357642,0,0.943015642,2.657107051,0.769240769,2.592720386,0.081462816,0.965691868,2.386531521,-0.997475508,-1,1,0,0,2.625120535,-0.142857143,2.416260811,7
4746,-0.580391037,0,0.00877744,-0.579946333,-1.349451425,-0.712293549,-1.426209919,-0.509481931,-0.220129006,-0.618620518,1,-0.399478938,0,0,-0.464179803,-0.142857143,-0.649192576,11
5151,-0.15412364,0,-0.013804197,-0.246265384,-1.553066,-0.29718346,0.458381,-0.415054127,-0.744154209,-0.694123106,1,-0.238290015,0,0,-0.199055317,0.714285714,-0.279274461,9
4288,-0.492743318,0,0.253500402,-0.23734537,1.297843771,-0.63094227,1.589135552,-0.190532513,-0.41816172,-0.99968164,-1,0.049910581,0,0,-0.124140235,0.714285714,0.21797,12
6493,-0.562891274,0,0.188647241,-0.513499103,0.203644729,-0.696216476,-0.672373551,-0.554572071,0.020845744,-0.99129731,1,-0.494253266,0,0,-0.314257588,0.142857143,-0.82700306,12
4197,-0.34610358,0,-0.231338992,-0.541325321,0.070653227,-0.490203882,-1.426209919,-0.50137232,-0.279360182,-0.595413556,1,-0.383978282,0,0,-0.5325314,0.428571429,-0.585826177,4
6255,-0.070161957,0,0.21524289,0.037073508,-0.810759413,-0.209642401,-0.672373551,-0.182643266,-0.726466916,-0.809027948,-1,0.058611577,0,1,0.105039475,-0.714285714,0.298796325,8
5629,1.638537106,0,0.887910262,2.190057245,1.781810545,1.984968525,0.835299184,0.872629148,1.942160915,-0.978086164,-1,0.890698987,0,0,2.191195891,0.142857143,2.216275999,1
862,-0.740687185,0,0.015187927,-0.68960414,-0.039102977,-0.855714708,-0.295455367,-0.528667387,-0.067048126,-0.524109692,1,-0.437848644,0,0,-0.554017428,1,-0.744054242,11
43,-2.854032396,0,-0.902600131,-2.155255174,0.977135529,-2.098616627,0.081462816,-0.654685692,2.023491409,-0.947127623,1,-0.848266123,0,0,-2.191323067,0.714285714,-1.714306176,7
9928,0.40093808,0,0.500963559,0.798919606,0.553397091,0.316803588,-1.049291735,0.667168701,0.723078162,-0.965544702,-1,0.759809073,0,0,0.799543098,-0.142857143,1.712811587,1
9416,0.825860062,0,-0.089837997,0.707006633,-0.509923465,0.842989967,-0.672373551,0.089591757,-0.425794653,-0.91889067,-1,0.32428921,0,0,0.537550495,1,0.964720159,6
2910,-0.818896337,0,-0.107921828,-0.648406033,0.408482213,-0.923175045,0.081462816,-0.259173496,-0.389991916,-0.992199961,1,-0.029077701,0,0,-0.632589351,0.142857143,0.023146843,7
3406,-0.437226704,1,-0.274090911,-0.525947503,0.16420587,-0.578342056,-1.426209919,-0.329236527,-0.490825947,-0.972309248,1,-0.116958261,0,0,-0.578435053,-0.428571429,-0.09139394,5
3648,-1.450403772,0,-0.923903088,-1.72462279,0.031520096,-1.407450543,-0.672373551,-0.663263527,1.853945403,-0.926605842,1,-0.944365261,0,0,-1.798267341,0.142857143,-1.791639639,1
2124,-0.112578262,0,0.082110998,-0.140427868,-1.411819853,-0.254104594,0.458381,-0.361968585,-0.836152508,-0.828007154,1,-0.16116332,0,0,-0.075835906,0.714285714,-0.126004957,9
1800,-2.584424743,0,-0.857210079,-2.038533176,0.563791829,-2.007087913,-0.295455367,-0.617594791,1.801915613,-0.958265692,1,-0.669476276,0,0,-2.124200513,0.428571429,-1.360278729,7
7342,1.990956599,0,0.912191012,2.603761745,0.957568964,2.53556115,0.081462816,0.972443358,2.321299521,-0.878275092,-1,0.951120011,0,0,2.563639481,-0.142857143,2.415201123,1
1373,-0.494499615,0,-0.23033612,-0.550147792,-1.38185855,-0.632592741,0.081462816,-0.347077027,-0.493422518,-0.905079503,1,-0.140770101,0,0,-0.578115248,0.714285714,-0.144961609,9
1580,0.003715111,0,-0.122123361,-0.071688224,-0.562202883,-0.131043407,-1.049291735,-0.168009896,-0.997428159,-0.828580721,-1,0.074564118,1,0,-0.136566406,-1,0.341130163,3
9465,0.030746439,0,-0.094117354,-0.066479928,0.265401702,-0.10191651,-0.295455367,-0.238398656,-1.108419954,-0.537902358,-1,-0.00450962,0,0,-0.107770083,1,0.195173609,4
1081,-0.143563491,0,-0.085471489,-0.266862482,-0.729741602,-0.28627765,0.081462816,-0.400982481,-0.773581427,-0.940353831,1,-0.217105323,0,0,-0.250913268,0.142857143,-0.237316729,9
1035,-1.491794563,0,-0.863338665,-1.630285982,0.379438092,-1.435435459,-0.672373551,-0.629937213,1.468814693,-0.904644459,1,-0.716184164,0,0,-1.723845559,0.142857143,-1.361902633,1
1342,-2.301386973,0,-0.995895812,-2.097882628,1.881172011,-1.889906311,0.458381,-0.663810949,2.18519721,-0.999717525,1,-0.957280077,0,0,-2.161802581,1,-1.889811183,1
3634,-0.103007964,0,-0.06507931,-0.128111138,-1.015902625,-0.244115077,-0.672373551,-0.185626271,-0.980625707,-0.421157294,-1,0.055330075,1,0,-0.160347223,-1,0.287295398,3
1433,1.007013205,0,-0.043205562,0.936659752,0.218319653,0.913081102,-0.672373551,0.224594011,-0.100051876,-0.898555442,-1,0.437947909,0,0,0.745649754,1,1.217385613,6
6684,-0.791973363,0,0.032250703,-0.567941763,0.890614622,-0.90013848,-2.180046286,-0.271725131,-0.415816174,-0.863760483,1,-0.044227068,1,0,-0.499174669,-1,-0.002153022,5
836,-0.077259436,0,-0.062176945,-0.232808517,0.279465171,-0.21711602,1.589135552,-0.445514007,-0.69537137,-0.951196185,1,-0.286297201,0,0,-0.199719696,0.714285714,-0.35836971,9
5268,-0.091346274,0,-0.127874074,-0.159473774,-0.28857669,-0.231909167,-1.426209919,-0.206187221,-0.955527124,-0.977312153,-1,0.032428037,0,0,-0.211257864,0.142857143,0.245597334,11
1869,-0.614644052,0,-0.170992089,-0.559553308,-1.262013335,-0.635889382,1.966053735,-0.417212928,-0.452143263,-0.982318354,1,-0.241592409,0,0,-0.545911942,1,-0.337231322,9
2168,0.382096722,0,0.08843846,0.27064485,-0.079764747,0.394351703,-0.295455367,-0.381468201,-0.955309944,-0.980381048,1,-0.188641592,0,0,0.276182813,0.142857143,-0.079335819,9
9146,-0.286854733,0,-0.06459615,-0.321037689,-0.12623534,-0.431694422,0.081462816,-0.33123498,-0.799118041,-0.996905279,1,-0.119593584,0,0,-0.30610969,0.428571429,-0.074032688,9
8152,1.794728488,0,0.907039746,2.361594491,1.512464538,2.224856606,-0.295455367,0.857644468,2.067375844,-0.878211044,-1,0.881460741,0,0,2.354791042,0.142857143,2.235303804,1
9642,-1.777149564,0,-0.001061241,-1.255800897,-0.150082092,-1.615794707,0.458381,-0.57016333,0.5933328,-0.12204939,1,-0.531462692,0,0,-1.05491797,0.428571429,-0.892616419,0
4400,0.266070927,0,-0.424276815,-0.074909604,1.55924086,0.159976811,0.458381,-0.292331195,-0.496152619,-0.741128752,1,-0.069632531,0,0,-0.243510755,-0.142857143,0.111264562,1
9473,2.034389002,0,0.933240334,2.64296439,1.642093036,2.605735021,1.212217368,0.883204685,2.316853837,-0.95758992,-1,0.897191865,0,0,2.616128702,0.428571429,2.323334608,7
7985,1.163743264,0,0.849796542,1.55525893,1.974724653,1.296151783,0.458381,0.309035989,1.125266713,-0.945296834,-1,0.504681969,0,0,1.66527039,-0.142857143,1.376969958,1
5335,0.489166483,0,0.333909614,0.724209554,1.427166541,0.422052049,0.458381,0.416311728,0.196105598,-0.809307817,-1,0.585415823,0,0,0.689708332,0.142857143,1.397168448,1
9985,0.048484648,0,-0.105934671,-0.13058823,-1.009788073,-0.082696079,-0.672373551,-0.389440121,-0.897176963,-0.997557317,1,-0.200147149,0,0,-0.139696803,0.142857143,-0.174001832,9
3072,0.21333313,0,-0.024056039,0.05662258,-1.27026798,0.099986237,0.458381,-0.349791402,-1.10957262,-0.698086196,1,-0.144451075,0,0,0.0541121,-0.142857143,-0.040194956,9
6291,-0.191254969,0,0.123586265,-0.221514806,0.277325078,-0.335291397,0.835299184,-0.445815051,-0.563732426,-0.935338542,1,-0.286787795,0,0,-0.111646143,0.142857143,-0.37733259,9
6164,0.412886645,0,-0.069496437,0.168932181,0.111314997,0.330934229,-0.672373551,-0.396551801,-0.941170481,-0.976008559,1,-0.210552642,0,0,0.146332035,-0.142857143,-0.130686691,9
4402,-0.156259435,0,0.022031802,-0.227251855,0.317375392,-0.299385508,0.458381,-0.410359083,-0.745619832,-0.880300835,1,-0.231156801,0,0,-0.168069773,0.142857143,-0.266042856,9
7281,-0.270584838,0,0.024481219,-0.250906197,-1.18772153,-0.415461874,0.081462816,-0.300743521,-0.834496418,-0.960218275,1,-0.080205855,0,0,-0.211930497,0.428571429,0.003360398,9
1579,-0.465762596,0,-0.269437727,-0.575479639,0.16665169,-0.605482726,1.589135552,-0.394640193,-0.408612599,-0.960982212,1,-0.207742233,0,0,-0.606778135,0.714285714,-0.268208296,9
8109,1.70412217,0,0.898984821,2.214429059,1.423192082,2.084896647,0.458381,0.657886843,1.826683776,-0.92811847,-1,0.753665396,0,0,2.239189957,1,1.970880223,1
4782,-0.110072202,0,-0.149228099,-0.283672531,-0.752976898,-0.251491146,0.835299184,-0.417125391,-0.709017855,-0.871350059,1,-0.241458222,0,0,-0.288923851,0.142857143,-0.278329298,9
3571,-1.511992633,0,-0.869733177,-1.631021531,0.806233807,-1.448923916,0.081462816,-0.621628584,1.44572334,-0.791528842,1,-0.683981449,0,0,-1.732227942,0.714285714,-1.302710104,1
6004,1.730974324,0,0.753384847,2.241523342,1.303652595,2.126144424,-1.34E-15,0.969642379,1.91228669,-0.998124335,-1,0.949450018,0,0,2.171865427,0.714285714,2.349560938,1
3948,-0.395147976,0,-0.00020847,-0.395583478,0.123849828,-0.537920012,0.458381,-0.397149966,-0.618232316,-0.979129758,1,-0.21143411,0,0,-0.33172967,-0.142857143,-0.264922451,9
9696,0.360513689,0,0.221293876,0.197869613,-1.312152659,0.269282293,0.458381,-0.516526076,-0.343884763,-0.47477386,1,-0.413275253,0,0,0.325935025,0.714285714,-0.525676668,2
9577,0.275983896,0,0.227026937,0.108830027,-0.745027981,0.171336812,1.966053735,-0.548323418,-0.210396418,-0.987577706,1,-0.480087318,0,0,0.258792639,1,-0.782471101,2
2597,0.261898435,0,0.01850825,0.162777084,0.155034042,0.155203168,-1.049291735,-0.248421319,-1.298308384,-0.585607071,-1,-0.016285705,0,0,0.147267587,0.428571429,0.212003361,11
5194,-0.014242808,0,0.066123439,-0.067086059,-1.140639482,-0.150284542,1.212217368,-0.342335513,-0.951357025,-0.641178163,1,-0.134377665,0,0,-0.020829366,1,-0.059218322,9
46,0.162245315,0,-0.001797922,0.047667375,-0.822682789,0.042587847,1.212217368,-0.309334143,-1.188293583,-0.973992841,1,-0.091130194,0,0,0.047045439,1,0.052465652,9
2761,-1.099622666,0,-0.366152726,-1.040926132,1.640564398,-1.151731186,0.835299184,-0.465027978,0.17952918,-0.782892253,1,-0.318828267,0,0,-1.04813701,1,-0.562836858,7
9872,-0.038107466,0,-0.396260596,-0.232384494,-0.471401789,-0.175719897,-1.426209919,-0.14954723,-0.473566936,-0.818319326,-1,0.094359462,1,0,-0.398941099,-1,0.371965248,5
7258,1.934842257,0,0.865464757,2.501288807,1.810548938,2.445650309,0.081462816,0.894688404,2.151479975,-0.994509285,-1,0.904217253,0,0,2.459325301,0.142857143,2.312273312,10
4091,1.221327303,0,0.840024343,1.491745542,0.813876997,1.376453214,-1.049291735,-0.052945253,0.898586398,-0.360466433,-1,0.192589599,0,0,1.652967528,-0.142857143,0.795613262,0
1918,0.072109549,0,-0.032972091,-0.03216394,-0.385798064,-0.056965282,0.458381,-0.31461892,-1.122531523,-0.899531697,1,-0.097916342,0,0,-0.031999193,0.142857143,0.024369613,9
8566,0.014514603,0,-0.099035741,-0.137564289,-0.759702905,-0.119430338,-1.049291735,-0.360672486,-0.955264154,-0.798678745,1,-0.159368726,0,0,-0.149458151,-0.142857143,-0.102044635,9
4192,0.225075623,0,-0.088691215,0.092771517,-1.32468749,0.113278702,-1.803128103,-0.218921868,-1.23831175,-0.932465008,-1,0.01798509,0,0,0.034074974,-0.142857143,0.270791014,4
9035,0.044586937,0,0.033690196,-0.002553339,-1.680860132,-0.08692676,-0.295455367,-0.262292086,-1.122957446,-0.96295789,1,-0.032819574,0,0,0.007663487,1,0.143614265,11
2801,-3.505203168,0,-0.994218784,-2.349408958,1.985119391,-2.238826431,-1.34E-15,-0.664554021,2.399339102,-0.999210242,1,-0.989793825,0,0,-2.382014425,0.428571429,-2.004887187,1
9661,0.257399087,0,0.149055917,0.341790918,0.033354461,0.150060842,-0.672373551,0.12911372,-0.577782496,-0.782147387,-1,0.304792765,0,1,0.31255882,-0.714285714,0.821918721,8
781,-0.471032935,0,-0.943662982,-1.143358059,0.818157183,-0.610471352,0.458381,-0.652128911,1.465039695,-0.431348182,1,-0.829807868,0,0,-1.302197157,0.142857143,-1.452155022,1
3605,0.004067251,0,-0.029177676,-0.073503399,-1.699815243,-0.130665234,0.835299184,-0.375150138,-0.901659251,-0.985366961,1,-0.17963758,0,0,-0.022367654,0.428571429,-0.142310626,9
9283,1.537700172,0,0.858109728,2.016175853,2.052685189,1.833592212,0.835299184,0.638975398,1.633017055,-0.887525382,-1,0.741080804,0,0,2.045893131,1,1.908603023,1
536,-1.738484264,0,-0.922804768,-1.854434374,1.436644096,-1.592642484,-1.34E-15,-0.663596549,1.94034211,-0.892336112,1,-0.95180882,0,0,-1.913281846,0.714285714,-1.834051816,1
1506,-0.09387166,0,-0.120549119,-0.215114482,-1.189555896,-0.234555518,0.458381,-0.33529566,-0.910841142,-0.465458762,1,-0.124972769,0,0,-0.233540455,-0.142857143,-0.054186993,9
679,-2.134651268,0,-0.920900848,-1.997885953,0.020208175,-1.810762381,0.835299184,-0.662808021,2.014545606,-0.980426903,1,-0.935559217,0,0,-2.043924164,0.142857143,-1.836422706,1
1547,0.001887017,0,-0.459589831,-0.600817666,1.08230582,-0.133006108,1.589135552,-0.660982815,0.850624271,-0.951474331,1,-0.820665675,0,0,-0.599538726,1,-1.528784866,1
1807,-0.185005733,0,-0.142996785,-0.365554506,-0.259532569,-0.328903821,-1.803128103,-0.470426519,-0.526136906,-0.968590219,1,-0.328106025,0,0,-0.346320576,-0.142857143,-0.45494644,4
682,1.024590688,0,-0.531797768,0.293670776,-0.367760136,1.1057941,1.589135552,-0.625399306,0.685495647,-0.27462937,1,-0.698170121,0,0,0.141016123,0.714285714,-0.939929624,0
222,0.069195676,0,-0.40495067,-0.213061675,0.1235441,-0.06014703,-0.672373551,-0.283737469,-0.515414373,0.13345764,1,-0.058953856,0,0,-0.361217853,0.142857143,0.097991879,0
3687,0.066086271,0,0.08130254,-0.014845925,-0.819014058,-0.014746178,-0.672373551,-0.372464166,-0.916138096,-0.671656463,1,-0.175839535,0,0,0.038962683,-0.142857143,-0.124845457,9
